#
#  Z   A s fl     Mexp      Err       Mth    beta20  beta22  Gamma  beta30  beta32  beta4    Rch
#                [MeV]     [MeV]     [MeV]                                                   [fm]
#----------------------------------------------------------------------------------------------------
   0   1 n  2     8.071     0.000
  41 125 Nb 0                        21.990   0.070   0.010  11.420   0.000   0.000   0.020   4.583
  41 126 Nb 0                        30.080   0.060   0.035  39.520   0.000   0.000   0.020   4.589
  41 127 Nb 0                        36.760   0.073   0.037  35.630   0.000   0.000   0.020   4.598
  41 128 Nb 0                        44.990   0.053   0.053  54.740   0.000   0.000   0.020   4.602
  41 129 Nb 0                        52.010   0.072   0.053  46.150   0.000   0.000   0.030   4.611
  41 130 Nb 0                        60.430   0.064   0.059  52.510   0.000   0.000   0.020   4.615
  41 131 Nb 0                        67.680   0.062   0.060  53.850   0.000   0.000   0.020   4.622
  41 132 Nb 0                        76.240   0.064   0.060  52.970   0.000   0.000   0.000   4.627
  41 133 Nb 0                        83.740   0.050   0.061  59.900   0.000   0.000   0.000   4.633
  41 134 Nb 0                        92.410   0.050   0.051  55.270   0.000   0.000   0.010   4.637
  42  74 Mo 0                        30.180   0.250   0.080  24.350   0.000   0.000   0.500   4.449
  42  75 Mo 0                        21.430   0.240   0.110  32.950   0.000   0.000   0.050   4.321
  42  76 Mo 0                         9.750   0.260   0.100  28.540   0.000   0.000   0.040   4.348
  42  77 Mo 0                         1.980   0.260   0.100  28.540   0.000   0.000   0.060   4.321
  42  78 Mo 0                        -8.450   0.240   0.110  32.950   0.000   0.000   0.040   4.327
  42  79 Mo 0                       -15.620   0.420   0.060  11.420   0.000   0.000   0.140   4.377
  42  80 Mo 0                       -25.150   0.380   0.070  14.600   0.000   0.000   0.120   4.365
  42  81 Mo 1   -31.460     0.500   -31.540   0.452   0.059  10.460   0.000   0.000   0.140   4.397
  42  82 Mo 1   -40.370     0.400   -40.350   0.340   0.080  18.410   0.000   0.000   0.100   4.357
  42  83 Mo 1   -46.340     0.401   -45.900   0.350   0.090  19.980   0.000   0.000   0.110   4.368
  42  84 Mo 1   -54.170     0.298   -53.480   0.260   0.090  26.080   0.000   0.000   0.070   4.341
  42  85 Mo 2   -57.510     0.016   -57.900   0.260   0.090  26.080   0.000   0.000   0.080   4.347
  42  86 Mo 2   -64.111     0.003   -64.070   0.210   0.080  28.310   0.000   0.000   0.050   4.331
  42  87 Mo 2   -66.885     0.003   -67.130   0.240   0.080  25.240   0.000   0.000   0.050   4.344
  42  88 Mo 2   -72.687     0.004   -72.910   0.110   0.010   7.330   0.000   0.000   0.020   4.306
  42  89 Mo 2   -75.015     0.004   -75.850   0.150   0.000   0.000   0.000   0.000   0.030   4.317
  42  90 Mo 2   -80.173     0.003   -80.770   0.100   0.000   0.000   0.000   0.000   0.010   4.312
  42  91 Mo 2   -82.209     0.006   -83.030   0.100   0.010   8.050   0.000   0.000   0.010   4.316
  42  92 Mo 2   -86.809     0.000   -87.040   0.040   0.040  54.740   0.000   0.000   0.010   4.315
  42  93 Mo 2   -86.807     0.000   -87.240   0.048   0.058  59.660   0.000   0.000   0.010   4.327
  42  94 Mo 2   -88.414     0.000   -88.820   0.067   0.060  51.710   0.000   0.000   0.010   4.339
  42  95 Mo 2   -87.712     0.000   -87.680   0.100   0.050  35.260   0.000   0.000   0.020   4.349
  42  96 Mo 2   -88.795     0.000   -89.110   0.145   0.055  28.210   0.000   0.000   0.040   4.370
  42  97 Mo 2   -87.545     0.000   -87.460   0.185   0.065  26.420   0.000   0.000   0.050   4.392
  42  98 Mo 2   -88.116     0.000   -88.450   0.195   0.075  28.540   0.000   0.000   0.050   4.408
  42  99 Mo 2   -85.970     0.000   -86.360   0.230   0.070  23.290   0.000   0.000   0.060   4.426
  42 100 Mo 2   -86.193     0.000   -86.810   0.240   0.080  25.240   0.000   0.000   0.070   4.443
  42 101 Mo 2   -83.520     0.000   -84.190   0.280   0.070  19.470   0.000   0.000   0.090   4.462
  42 102 Mo 2   -83.561     0.008   -84.310   0.290   0.070  18.850   0.000   0.000   0.090   4.475
  42 103 Mo 2   -80.954     0.009   -81.280   0.332   0.063  15.020   0.000   0.000   0.110   4.500
  42 104 Mo 2   -80.344     0.009   -81.000   0.325   0.065  15.790   0.000   0.000   0.110   4.505
  42 105 Mo 2   -77.331     0.009   -77.510   0.360   0.060  13.260   0.000   0.000   0.120   4.527
  42 106 Mo 2   -76.128     0.009   -76.750   0.340   0.070  16.230   0.000   0.000   0.110   4.532
  42 107 Mo 2   -72.545     0.009   -72.860   0.350   0.070  15.790   0.000   0.000   0.110   4.546
  42 108 Mo 2   -70.749     0.009   -71.490   0.310   0.080  20.050   0.000   0.000   0.090   4.540
  42 109 Mo 2   -66.659     0.011   -67.120   0.313   0.077  19.180   0.000   0.000   0.080   4.548
  42 110 Mo 2   -64.536     0.024   -65.390   0.250   0.100  29.500   0.000   0.000   0.060   4.542
  42 111 Mo 2   -59.940     0.013   -60.700   0.238   0.100  30.720   0.000   0.000   0.060   4.547
  42 112 Mo 1   -57.480     0.200   -58.500   0.220   0.100  32.730   0.000   0.000   0.040   4.550
  42 113 Mo 1   -52.650     0.300   -53.340   0.230   0.090  28.960   0.000   0.000   0.040   4.558
  42 114 Mo 1   -49.680     0.300   -50.810   0.205   0.093  32.680   0.000   0.000   0.030   4.560
  42 115 Mo 1   -44.550     0.400   -45.260   0.200   0.090  32.470   0.000   0.000   0.030   4.566
  42 116 Mo 1   -41.210     0.500   -42.390   0.180   0.080  32.150   0.000   0.000   0.020   4.566
  42 117 Mo 1   -35.689     0.500   -36.710   0.170   0.080  33.640   0.000   0.000   0.020   4.572
  42 118 Mo 1   -32.370     0.500   -33.410   0.140   0.070  35.260   0.000   0.000   0.020   4.569
  42 119 Mo 1   -26.580     0.300   -27.630   0.100   0.050  35.260   0.000   0.000   0.010   4.563
  42 120 Mo 0                       -24.480   0.080   0.010  10.020   0.000   0.000   0.010   4.561
  42 121 Mo 0                       -18.680   0.060   0.010  13.260   0.000   0.000   0.000   4.566
  42 122 Mo 0                       -15.190   0.052   0.001   1.560   0.000   0.000   0.000   4.572
  42 123 Mo 0                        -9.320   0.053   0.002   3.050   0.000   0.000   0.010   4.580
  42 124 Mo 0                        -5.440   0.000   0.000   0.000   0.000   0.000   0.000   4.585
  42 125 Mo 0                         2.180   0.036   0.000   0.000   0.000   0.000   0.020   4.591
  42 126 Mo 0                         8.370   0.070   0.010  11.420   0.000   0.000   0.020   4.601
  42 127 Mo 0                        16.300   0.090   0.010   8.930   0.000   0.000   0.030   4.609
  42 128 Mo 0                        22.690   0.080   0.000   0.000   0.000   0.000   0.020   4.614
  42 129 Mo 0                        30.820   0.040   0.048  59.490   0.000   0.000   0.020   4.619
  42 130 Mo 0                        37.560   0.059   0.048  49.000   0.000   0.000   0.020   4.628
  42 131 Mo 0                        45.900   0.060   0.054  51.840   0.000   0.000   0.020   4.634
  42 132 Mo 0                        52.880   0.053   0.053  54.740   0.000   0.000   0.020   4.640
  42 133 Mo 0                        61.370   0.047   0.057  59.760   0.000   0.000   0.010   4.644
  42 134 Mo 0                        68.620   0.050   0.051  55.270   0.000   0.000   0.010   4.652
  42 135 Mo 0                        77.260   0.050   0.051  55.270   0.000   0.000   0.000   4.657
  42 136 Mo 0                        84.750   0.050   0.050  54.740   0.000   0.000   0.000   4.664
  42 137 Mo 0                        93.490   0.034   0.040  58.990   0.000   0.000   0.010   4.668
  43  75 Tc 0                        41.600   0.270   0.080  22.730   0.000   0.000   0.500   5.111
  43  76 Tc 0                        32.740   0.270   0.070  20.140   0.000   0.000   0.500   5.108
  43  77 Tc 0                        21.100   0.240   0.090  27.940   0.000   0.000   0.500   5.103
  43  78 Tc 0                        13.420   0.270   0.090  25.240   0.000   0.000   0.060   4.351
  43  79 Tc 0                         2.500   0.270   0.090  25.240   0.000   0.000   0.070   4.350
  43  80 Tc 0                        -4.860   0.250   0.110  31.890   0.000   0.000   0.070   4.352
  43  81 Tc 0                       -15.140   0.270   0.093  25.970   0.000   0.000   0.080   4.355
  43  82 Tc 0                       -21.910   0.303   0.095  23.910   0.000   0.000   0.090   4.370
  43  83 Tc 1   -31.320     0.500   -31.460   0.256   0.089  26.180   0.000   0.000   0.080   4.354
  43  84 Tc 1   -37.700     0.400   -37.770   0.280   0.090  24.450   0.000   0.000   0.080   4.365
  43  85 Tc 1   -45.850     0.400   -46.020   0.240   0.090  27.940   0.000   0.000   0.070   4.357
  43  86 Tc 1   -51.570     0.300   -51.480   0.283   0.079  21.540   0.000   0.000   0.110   4.375
  43  87 Tc 2   -57.690     0.004   -58.040   0.240   0.080  25.240   0.000   0.000   0.070   4.362
  43  88 Tc 2   -61.670     0.004   -61.850   0.170   0.000   0.000   0.000   0.000   0.060   4.337
  43  89 Tc 2   -67.395     0.004   -67.960   0.120   0.010   6.720   0.000   0.000   0.030   4.330
  43  90 Tc 2   -70.725     0.001   -71.560   0.160   0.000   0.000   0.000   0.000   0.030   4.341
  43  91 Tc 2   -75.987     0.002   -76.670   0.100   0.000   0.000   0.000   0.000   0.010   4.333
  43  92 Tc 2   -78.926     0.003   -79.340   0.110   0.000   0.000   0.000   0.000   0.010   4.338
  43  93 Tc 2   -83.606     0.001   -83.790   0.035   0.015  31.220   0.000   0.000   0.000   4.332
  43  94 Tc 2   -84.158     0.004   -84.290   0.070   0.061  50.940   0.000   0.000   0.010   4.351
  43  95 Tc 2   -86.021     0.005   -86.430   0.110   0.040  27.210   0.000   0.000   0.030   4.363
  43  96 Tc 2   -85.822     0.005   -85.750   0.150   0.040  20.660   0.000   0.000   0.050   4.379
  43  97 Tc 2   -87.224     0.004   -87.640   0.140   0.050  26.800   0.000   0.000   0.040   4.388
  43  98 Tc 2   -86.432     0.003   -86.410   0.200   0.050  19.470   0.000   0.000   0.050   4.413
  43  99 Tc 2   -87.328     0.001   -87.940   0.225   0.065  22.220   0.000   0.000   0.070   4.435
  43 100 Tc 2   -86.021     0.001   -86.220   0.245   0.065  20.570   0.000   0.000   0.080   4.450
  43 101 Tc 2   -86.345     0.024   -87.240   0.245   0.075  23.410   0.000   0.000   0.070   4.462
  43 102 Tc 2   -84.573     0.009   -85.020   0.250   0.070  21.600   0.000   0.000   0.070   4.469
  43 103 Tc 2   -84.604     0.010   -85.590   0.255   0.075  22.580   0.000   0.000   0.080   4.481
  43 104 Tc 2   -82.499     0.025   -82.940   0.250   0.080  24.350   0.000   0.000   0.070   4.490
  43 105 Tc 2   -82.286     0.035   -83.030   0.260   0.080  23.520   0.000   0.000   0.080   4.502
  43 106 Tc 2   -79.776     0.012   -80.050   0.260   0.090  26.080   0.000   0.000   0.080   4.515
  43 107 Tc 2   -78.750     0.009   -79.590   0.270   0.080  22.730   0.000   0.000   0.080   4.523
  43 108 Tc 2   -75.923     0.009   -76.160   0.295   0.085  22.170   0.000   0.000   0.100   4.544
  43 109 Tc 2   -74.283     0.010   -75.250   0.265   0.085  24.400   0.000   0.000   0.080   4.541
  43 110 Tc 2   -71.035     0.009   -71.450   0.275   0.085  23.610   0.000   0.000   0.080   4.554
  43 111 Tc 2   -69.025     0.011   -70.030   0.260   0.090  26.080   0.000   0.000   0.070   4.559
  43 112 Tc 2   -65.259     0.006   -65.750   0.225   0.095  30.840   0.000   0.000   0.050   4.557
  43 113 Tc 2   -62.812     0.003   -63.940   0.250   0.090  26.980   0.000   0.000   0.060   4.574
  43 114 Tc 2   -58.600     0.433   -59.240   0.240   0.090  27.940   0.000   0.000   0.050   4.579
  43 115 Tc 1   -55.796     0.196   -57.010   0.230   0.090  28.960   0.000   0.000   0.050   4.585
  43 116 Tc 1   -51.214     0.298   -51.770   0.220   0.090  30.050   0.000   0.000   0.050   4.590
  43 117 Tc 1   -48.140     0.400   -49.260   0.210   0.080  28.310   0.000   0.000   0.040   4.593
  43 118 Tc 1   -43.290     0.400   -43.900   0.199   0.079  29.310   0.000   0.000   0.030   4.599
  43 119 Tc 1   -40.170     0.500   -40.900   0.120   0.050  30.510   0.000   0.000   0.010   4.575
  43 120 Tc 1   -35.000     0.500   -35.410   0.110   0.040  27.210   0.000   0.000   0.010   4.580
  43 121 Tc 1   -31.540     0.500   -32.740   0.100   0.000   0.000   0.000   0.000   0.010   4.583
  43 122 Tc 1   -26.305     0.300   -27.250   0.080   0.000   0.000   0.000   0.000   0.010   4.588
  43 123 Tc 0                       -24.120   0.050   0.000   0.000   0.000   0.000   0.000   4.588
  43 124 Tc 0                       -18.630   0.050   0.000   0.000   0.000   0.000   0.010   4.596
  43 125 Tc 0                       -14.970   0.010   0.010  54.740   0.000   0.000   0.000   4.601
  43 126 Tc 0                        -7.720   0.040   0.000   0.000   0.000   0.000   0.020   4.608
  43 127 Tc 0                        -1.780   0.064   0.001   1.270   0.000   0.000   0.020   4.617
  43 128 Tc 0                         5.900   0.083   0.002   1.950   0.000   0.000   0.030   4.625
  43 129 Tc 0                        12.050   0.090   0.000   0.000   0.000   0.000   0.030   4.633
  43 130 Tc 0                        20.100   0.045   0.055  59.950   0.000   0.000   0.020   4.639
  43 131 Tc 0                        26.500   0.094   0.002   1.720   0.000   0.000   0.020   4.646
  43 132 Tc 0                        34.740   0.076   0.041  37.340   0.000   0.000   0.020   4.652
  43 133 Tc 0                        41.450   0.086   0.045  36.500   0.000   0.000   0.020   4.662
  43 134 Tc 0                        49.850   0.068   0.056  49.350   0.000   0.000   0.010   4.666
  43 135 Tc 0                        56.770   0.127   0.060  33.750   0.000   0.000   0.030   4.693
  43 136 Tc 0                        65.290   0.127   0.060  33.750   0.000   0.000   0.020   4.699
  43 137 Tc 0                        72.380   0.140   0.060  31.220   0.000   0.000   0.030   4.712
  43 138 Tc 0                        81.070   0.140   0.070  35.260   0.000   0.000   0.030   4.724
  43 139 Tc 0                        88.110   0.210   0.080  28.310   0.000   0.000   0.060   4.765
  43 140 Tc 0                        96.770   0.240   0.080  25.240   0.000   0.000   0.080   4.785
  44  78 Ru 0                        31.120   0.230   0.080  26.190   0.000   0.000   0.270   4.445
  44  79 Ru 0                        22.280   0.230   0.090  28.960   0.000   0.000   0.040   4.365
  44  80 Ru 0                        10.880   0.240   0.090  27.940   0.000   0.000   0.030   4.384
  44  81 Ru 0                         3.080   0.210   0.102  34.490   0.000   0.000   0.030   4.366
  44  82 Ru 0                        -7.600   0.220   0.090  30.050   0.000   0.000   0.030   4.371
  44  83 Ru 0                       -14.800   0.220   0.090  30.050   0.000   0.000   0.050   4.368
  44  84 Ru 0                       -24.750   0.222   0.092  30.370   0.000   0.000   0.050   4.372
  44  85 Ru 1   -30.630     0.500   -31.320   0.210   0.090  31.220   0.000   0.000   0.050   4.371
  44  86 Ru 1   -39.770     0.400   -40.380   0.220   0.080  27.210   0.000   0.000   0.060   4.373
  44  87 Ru 1   -45.730     0.400   -46.220   0.230   0.080  26.190   0.000   0.000   0.070   4.379
  44  88 Ru 1   -54.340     0.300   -53.840   0.210   0.070  25.240   0.000   0.000   0.050   4.375
  44  89 Ru 2   -58.369     0.024   -58.760   0.160   0.000   0.000   0.000   0.000   0.060   4.358
  44  90 Ru 2   -64.884     0.004   -65.580   0.120   0.010   6.720   0.000   0.000   0.020   4.352
  44  91 Ru 2   -68.240     0.002   -69.600   0.160   0.000   0.000   0.000   0.000   0.030   4.364
  44  92 Ru 2   -74.301     0.003   -75.300   0.100   0.000   0.000   0.000   0.000   0.010   4.355
  44  93 Ru 2   -77.217     0.002   -78.460   0.110   0.000   0.000   0.000   0.000   0.010   4.360
  44  94 Ru 2   -82.584     0.003   -83.160   0.017   0.001   4.760   0.000   0.000   0.000   4.354
  44  95 Ru 2   -83.458     0.010   -84.040   0.110   0.000   0.000   0.000   0.000   0.040   4.371
  44  96 Ru 2   -86.080     0.000   -86.590   0.110   0.010   7.330   0.000   0.000   0.030   4.380
  44  97 Ru 2   -86.121     0.003   -86.300   0.120   0.000   0.000   0.000   0.000   0.030   4.388
  44  98 Ru 2   -88.225     0.006   -88.510   0.150   0.050  25.240   0.000   0.000   0.040   4.412
  44  99 Ru 2   -87.625     0.000   -87.690   0.175   0.055  23.960   0.000   0.000   0.040   4.428
  44 100 Ru 2   -89.227     0.000   -89.550   0.200   0.060  22.990   0.000   0.000   0.050   4.446
  44 101 Ru 2   -87.958     0.000   -88.260   0.220   0.060  21.090   0.000   0.000   0.060   4.461
  44 102 Ru 2   -89.106     0.000   -89.580   0.230   0.070  23.290   0.000   0.000   0.060   4.476
  44 103 Ru 2   -87.267     0.000   -87.760   0.235   0.065  21.360   0.000   0.000   0.060   4.483
  44 104 Ru 2   -88.096     0.002   -88.710   0.260   0.070  20.840   0.000   0.000   0.070   4.503
  44 105 Ru 2   -85.935     0.002   -86.380   0.250   0.080  24.350   0.000   0.000   0.060   4.511
  44 106 Ru 2   -86.323     0.005   -86.950   0.285   0.075  20.410   0.000   0.000   0.080   4.532
  44 107 Ru 2   -83.863     0.009   -84.260   0.275   0.080  22.360   0.000   0.000   0.070   4.537
  44 108 Ru 2   -83.661     0.009   -84.280   0.262   0.085  24.650   0.000   0.000   0.070   4.543
  44 109 Ru 2   -80.738     0.009   -81.170   0.255   0.085  25.240   0.000   0.000   0.060   4.548
  44 110 Ru 2   -80.073     0.009   -80.720   0.265   0.085  24.400   0.000   0.000   0.060   4.561
  44 111 Ru 2   -76.785     0.010   -77.140   0.260   0.090  26.080   0.000   0.000   0.060   4.570
  44 112 Ru 2   -75.631     0.010   -76.280   0.250   0.090  26.980   0.000   0.000   0.060   4.575
  44 113 Ru 2   -71.868     0.038   -72.370   0.235   0.095  29.760   0.000   0.000   0.050   4.581
  44 114 Ru 2   -70.221     0.004   -70.990   0.225   0.095  30.840   0.000   0.000   0.040   4.587
  44 115 Ru 2   -66.105     0.025   -66.630   0.238   0.091  28.400   0.000   0.000   0.040   4.599
  44 116 Ru 2   -64.069     0.004   -64.850   0.215   0.085  29.210   0.000   0.000   0.030   4.597
  44 117 Ru 2   -59.490     0.433   -60.070   0.200   0.080  29.500   0.000   0.000   0.030   4.600
  44 118 Ru 1   -57.000     0.200   -57.980   0.190   0.070  27.520   0.000   0.000   0.020   4.602
  44 119 Ru 1   -52.080     0.300   -53.010   0.180   0.070  28.810   0.000   0.000   0.020   4.608
  44 120 Ru 1   -49.720     0.400   -50.640   0.130   0.050  28.540   0.000   0.000   0.010   4.596
  44 121 Ru 1   -44.620     0.400   -45.660   0.100   0.030  22.990   0.000   0.000   0.010   4.593
  44 122 Ru 1   -41.780     0.500   -43.320   0.090   0.000   0.000   0.000   0.000   0.010   4.597
  44 123 Ru 1   -36.550     0.500   -38.190   0.070   0.000   0.000   0.000   0.000   0.000   4.602
  44 124 Ru 1   -33.590     0.600   -35.380   0.070   0.000   0.000   0.000   0.000   0.000   4.609
  44 125 Ru 1   -28.370     0.300   -30.190   0.040   0.000   0.000   0.000   0.000   0.010   4.613
  44 126 Ru 0                       -27.000   0.000   0.000   0.000   0.000   0.000   0.000   4.620
  44 127 Ru 0                       -19.890   0.041   0.015  27.360   0.000   0.000   0.020   4.627
  44 128 Ru 0                       -14.250   0.069   0.000   0.000   0.000   0.000   0.020   4.636
  44 129 Ru 0                        -6.810   0.100   0.000   0.000   0.000   0.000   0.040   4.646
  44 130 Ru 0                        -0.880   0.094   0.010   8.560   0.000   0.000   0.030   4.653
  44 131 Ru 0                         7.030   0.065   0.045  44.390   0.000   0.000   0.020   4.658
  44 132 Ru 0                        13.110   0.103   0.011   8.590   0.000   0.000   0.020   4.668
  44 133 Ru 0                        21.240   0.083   0.042  35.590   0.000   0.000   0.030   4.673
  44 134 Ru 0                        27.640   0.100   0.032  24.350   0.000   0.000   0.020   4.683
  44 135 Ru 0                        35.910   0.103   0.033  24.380   0.000   0.000   0.020   4.690
  44 136 Ru 0                        42.540   0.120   0.046  28.460   0.000   0.000   0.030   4.706
  44 137 Ru 0                        50.970   0.110   0.020  14.420   0.000   0.000   0.020   4.705
  44 138 Ru 0                        57.660   0.170   0.060  26.530   0.000   0.000   0.040   4.744
  44 139 Ru 0                        66.070   0.190   0.070  27.520   0.000   0.000   0.050   4.763
  44 140 Ru 0                        72.930   0.220   0.070  24.230   0.000   0.000   0.070   4.785
  44 141 Ru 0                        81.420   0.210   0.080  28.310   0.000   0.000   0.060   4.793
  44 142 Ru 0                        88.420   0.210   0.080  28.310   0.000   0.000   0.060   4.801
  44 143 Ru 0                        97.040   0.230   0.080  26.190   0.000   0.000   0.060   4.817
  45  79 Rh 0                        42.610   0.240   0.080  25.240   0.000   0.000   0.500   5.119
  45  80 Rh 0                        33.690   0.240   0.090  27.940   0.000   0.000   0.500   5.121
  45  81 Rh 0                        22.960   0.250   0.090  26.980   0.000   0.000   0.050   4.407
  45  82 Rh 0                        14.540   0.260   0.080  23.520   0.000   0.000   0.040   4.396
  45  83 Rh 0                         3.470   0.260   0.090  26.080   0.000   0.000   0.050   4.401
  45  84 Rh 0                        -4.270   0.260   0.100  28.540   0.000   0.000   0.060   4.405
  45  85 Rh 0                       -14.600   0.250   0.095  28.250   0.000   0.000   0.050   4.403
  45  86 Rh 0                       -21.680   0.220   0.090  30.050   0.000   0.000   0.050   4.395
  45  87 Rh 0                       -31.100   0.170   0.070  30.210   0.000   0.000   0.040   4.380
  45  88 Rh 1   -36.860     0.400   -37.630   0.170   0.030  14.010   0.000   0.000   0.060   4.376
  45  89 Rh 1   -45.651     0.361   -46.410   0.143   0.004   2.270   0.000   0.000   0.050   4.372
  45  90 Rh 1   -51.634     0.200   -52.490   0.180   0.000   0.000   0.000   0.000   0.080   4.385
  45  91 Rh 1   -58.570     0.298   -59.480   0.130   0.000   0.000   0.000   0.000   0.030   4.374
  45  92 Rh 2   -62.999     0.004   -64.030   0.170   0.000   0.000   0.000   0.000   0.030   4.387
  45  93 Rh 2   -69.012     0.003   -70.170   0.110   0.000   0.000   0.000   0.000   0.020   4.377
  45  94 Rh 2   -72.908     0.003   -73.850   0.110   0.000   0.000   0.000   0.000   0.010   4.380
  45  95 Rh 2   -78.341     0.004   -78.860   0.010   0.010  54.740   0.000   0.000   0.000   4.372
  45  96 Rh 2   -79.688     0.010   -80.080   0.110   0.000   0.000   0.000   0.000   0.040   4.391
  45  97 Rh 2   -82.598     0.035   -83.150   0.120   0.000   0.000   0.000   0.000   0.040   4.402
  45  98 Rh 2   -83.175     0.012   -83.220   0.150   0.000   0.000   0.000   0.000   0.050   4.416
  45  99 Rh 2   -85.585     0.019   -85.990   0.150   0.010   5.390   0.000   0.000   0.050   4.425
  45 100 Rh 2   -85.591     0.018   -85.550   0.180   0.003   1.350   0.000   0.000   0.060   4.441
  45 101 Rh 2   -87.412     0.006   -87.670   0.190   0.040  16.580   0.000   0.000   0.050   4.457
  45 102 Rh 2   -86.783     0.006   -86.760   0.230   0.060  20.250   0.000   0.000   0.060   4.483
  45 103 Rh 2   -88.032     0.002   -88.500   0.230   0.060  20.250   0.000   0.000   0.050   4.491
  45 104 Rh 2   -86.959     0.002   -87.120   0.250   0.070  21.600   0.000   0.000   0.060   4.510
  45 105 Rh 2   -87.851     0.003   -88.490   0.245   0.075  23.410   0.000   0.000   0.050   4.518
  45 106 Rh 2   -86.363     0.005   -86.590   0.240   0.080  25.240   0.000   0.000   0.050   4.527
  45 107 Rh 2   -86.864     0.012   -87.600   0.255   0.085  25.240   0.000   0.000   0.060   4.542
  45 108 Rh 2   -85.031     0.014   -85.320   0.260   0.080  23.520   0.000   0.000   0.050   4.549
  45 109 Rh 2   -84.999     0.004   -85.810   0.265   0.085  24.400   0.000   0.000   0.060   4.562
  45 110 Rh 2   -82.829     0.018   -83.060   0.260   0.090  26.080   0.000   0.000   0.060   4.570
  45 111 Rh 2   -82.304     0.007   -83.090   0.260   0.089  25.830   0.000   0.000   0.050   4.579
  45 112 Rh 2   -79.731     0.044   -79.820   0.265   0.095  26.880   0.000   0.000   0.060   4.592
  45 113 Rh 2   -78.767     0.007   -79.460   0.250   0.090  26.980   0.000   0.000   0.050   4.593
  45 114 Rh 2   -75.710     0.072   -75.900   0.260   0.090  26.080   0.000   0.000   0.050   4.604
  45 115 Rh 2   -74.229     0.007   -74.940   0.235   0.095  29.760   0.000   0.000   0.040   4.607
  45 116 Rh 2   -70.736     0.074   -71.020   0.255   0.088  26.010   0.000   0.000   0.050   4.621
  45 117 Rh 2   -68.897     0.009   -69.490   0.235   0.085  27.090   0.000   0.000   0.030   4.622
  45 118 Rh 2   -64.887     0.024   -65.140   0.210   0.080  28.310   0.000   0.000   0.020   4.621
  45 119 Rh 2   -62.823     0.009   -63.320   0.195   0.075  28.540   0.000   0.000   0.020   4.622
  45 120 Rh 1   -58.620     0.200   -58.680   0.160   0.050  23.840   0.000   0.000   0.020   4.613
  45 121 Rh 2   -56.250     0.619   -56.840   0.120   0.020  13.260   0.000   0.000   0.020   4.604
  45 122 Rh 1   -51.880     0.300   -52.300   0.110   0.020  14.420   0.000   0.000   0.010   4.610
  45 123 Rh 1   -49.190     0.400   -50.200   0.105   0.014  10.680   0.000   0.000   0.010   4.617
  45 124 Rh 1   -44.710     0.400   -45.430   0.100   0.002   1.620   0.000   0.000   0.010   4.623
  45 125 Rh 1   -41.830     0.500   -43.010   0.060   0.000   0.000   0.000   0.000   0.000   4.624
  45 126 Rh 1   -37.200     0.500   -38.300   0.055   0.000   0.000   0.000   0.000   0.010   4.631
  45 127 Rh 1   -33.730     0.600   -35.370   0.000   0.000   0.000   0.000   0.000   0.000   4.634
  45 128 Rh 1   -27.340     0.300   -28.520   0.018   0.022  59.950   0.000   0.000   0.010   4.642
  45 129 Rh 0                       -23.120   0.070   0.000   0.000   0.000   0.000   0.020   4.652
  45 130 Rh 0                       -15.860   0.080   0.000   0.000   0.000   0.000   0.020   4.659
  45 131 Rh 0                       -10.310   0.090   0.005   4.490   0.000   0.000   0.030   4.668
  45 132 Rh 0                        -2.710   0.090   0.000   0.000   0.000   0.000   0.020   4.674
  45 133 Rh 0                         3.170   0.115   0.000   0.000   0.000   0.000   0.030   4.687
  45 134 Rh 0                        11.070   0.130   0.010   6.210   0.000   0.000   0.030   4.697
  45 135 Rh 0                        17.180   0.120   0.010   6.720   0.000   0.000   0.030   4.703
  45 136 Rh 0                        25.270   0.140   0.010   5.770   0.000   0.000   0.020   4.714
  45 137 Rh 0                        31.590   0.140   0.030  16.860   0.000   0.000   0.030   4.726
  45 138 Rh 0                        39.800   0.170   0.060  26.530   0.000   0.000   0.050   4.754
  45 139 Rh 0                        46.200   0.200   0.060  22.990   0.000   0.000   0.060   4.774
  45 140 Rh 0                        54.390   0.200   0.070  26.330   0.000   0.000   0.060   4.785
  45 141 Rh 0                        60.970   0.200   0.060  22.990   0.000   0.000   0.050   4.790
  45 142 Rh 0                        69.290   0.230   0.060  20.250   0.000   0.000   0.080   4.809
  45 143 Rh 0                        76.020   0.230   0.080  26.190   0.000   0.000   0.060   4.828
  45 144 Rh 0                        84.420   0.240   0.080  25.240   0.000   0.000   0.070   4.840
  45 145 Rh 0                        91.290   0.230   0.090  28.960   0.000   0.000   0.060   4.849
  45 146 Rh 0                        99.870   0.250   0.090  26.980   0.000   0.000   0.070   4.866
  46  83 Pd 0                        23.660   0.210   0.070  25.240   0.000   0.000   0.030   4.409
  46  84 Pd 0                        11.920   0.160   0.060  27.940   0.000   0.000   0.020   4.410
  46  85 Pd 0                         3.800   0.150   0.060  29.500   0.000   0.000   0.020   4.393
  46  86 Pd 0                        -7.010   0.130   0.050  28.540   0.000   0.000   0.020   4.392
  46  87 Pd 0                       -14.630   0.110   0.010   7.330   0.000   0.000   0.020   4.381
  46  88 Pd 0                       -24.700   0.110   0.010   7.330   0.000   0.000   0.020   4.384
  46  89 Pd 0                       -31.580   0.116   0.014   9.690   0.000   0.000   0.030   4.387
