                    *********************************************************************************
                    *  Z= 82 A=205: Positive-Parity Spin-dependent Level Density [MeV-1] for PB205  *
   2.50  0.364  2.00E+00 1.67E+00 1.33E+01 0.00E+00 0.00E+00 0.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.382  3.00E+00 5.00E+00 4.33E+01 0.00E+00 1.67E+00 0.00E+00 0.00E+00 1.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.399  5.00E+00 1.17E+01 1.10E+02 0.00E+00 1.67E+00 0.00E+00 1.67E+00 5.00E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.416  9.00E+00 1.51E+01 1.44E+02 0.00E+00 1.67E+00 0.00E+00 1.67E+00 8.39E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.431  1.20E+01 1.17E+01 1.21E+02 0.00E+00 0.00E+00 0.00E+00 1.67E+00 6.72E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.446  2.00E+01 5.12E+01 5.41E+02 0.00E+00 5.00E+00 1.22E+00 8.33E+00 1.33E+01 1.00E+01 1.00E+01 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.461  3.60E+01 7.65E+01 7.51E+02 5.00E+00 1.00E+01 2.15E+00 9.38E+00 1.33E+01 2.00E+01 1.33E+01 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.475  5.30E+01 6.07E+01 5.52E+02 5.00E+00 1.17E+01 4.35E+00 5.40E+00 5.99E+00 1.67E+01 1.00E+01 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.489  6.50E+01 3.95E+01 3.82E+02 1.67E+00 1.92E+00 3.87E+00 7.68E+00 9.32E+00 1.00E+01 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.502  8.70E+01 1.35E+02 1.56E+03 4.27E+00 1.19E+01 7.25E+00 6.01E+00 1.93E+01 3.33E+01 2.67E+01 1.67E+01 8.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.515  1.25E+02 1.68E+02 1.98E+03 7.61E+00 1.69E+01 1.19E+01 3.33E+00 1.83E+01 3.33E+01 3.33E+01 2.50E+01 1.17E+01 5.00E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.541  2.22E+02 2.19E+02 3.08E+03 4.76E+00 5.28E+00 2.56E+01 2.00E+01 2.50E+01 2.00E+01 3.00E+01 2.33E+01 1.67E+01 1.50E+01 8.33E+00 8.33E+00 6.67E+00 5.00E+00 3.33E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.565  3.73E+02 3.85E+02 4.71E+03 4.74E+01 3.53E+01 5.40E+01 3.00E+01 3.83E+01 1.67E+01 3.17E+01 2.17E+01 2.17E+01 2.00E+01 1.83E+01 1.67E+01 1.33E+01 8.33E+00 6.67E+00 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.588  6.48E+02 7.13E+02 8.64E+03 5.90E+01 9.67E+01 5.56E+01 3.83E+01 7.17E+01 7.67E+01 8.17E+01 6.67E+01 5.33E+01 3.50E+01 2.17E+01 1.83E+01 1.50E+01 1.17E+01 6.67E+00 5.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.610  1.09E+03 1.06E+03 1.46E+04 3.73E+01 1.52E+02 9.80E+01 4.50E+01 7.83E+01 8.17E+01 9.67E+01 9.50E+01 9.67E+01 7.33E+01 5.50E+01 5.00E+01 5.33E+01 3.33E+01 1.00E+01 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.631  2.15E+03 3.18E+03 4.21E+04 2.20E+02 5.43E+02 2.23E+02 1.48E+02 1.53E+02 1.70E+02 3.15E+02 3.27E+02 2.67E+02 2.45E+02 1.85E+02 1.35E+02 1.18E+02 7.50E+01 3.83E+01 1.17E+01 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.652  4.21E+03 5.06E+03 7.86E+04 1.86E+02 5.75E+02 3.13E+02 2.58E+02 2.67E+02 3.13E+02 4.32E+02 4.65E+02 4.17E+02 3.92E+02 3.82E+02 3.17E+02 3.02E+02 2.32E+02 1.40E+02 6.00E+01 1.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.672  8.64E+03 1.27E+04 1.86E+05 5.82E+02 1.35E+03 1.17E+03 7.78E+02 6.72E+02 8.32E+02 9.52E+02 1.18E+03 1.14E+03 9.98E+02 8.88E+02 6.93E+02 5.68E+02 4.03E+02 2.70E+02 1.37E+02 5.00E+01 1.17E+01 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.692  1.66E+04 1.91E+04 3.14E+05 6.73E+02 1.10E+03 1.10E+03 1.29E+03 1.37E+03 1.43E+03 1.58E+03 1.68E+03 1.54E+03 1.50E+03 1.39E+03 1.23E+03 1.12E+03 9.12E+02 6.32E+02 3.47E+02 1.62E+02 6.17E+01 2.00E+01 6.67E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.711  3.06E+04 3.67E+04 6.22E+05 6.85E+02 1.38E+03 1.99E+03 2.67E+03 3.26E+03 3.34E+03 3.21E+03 3.13E+03 2.73E+03 2.60E+03 2.56E+03 2.31E+03 2.14E+03 1.71E+03 1.20E+03 7.63E+02 4.58E+02 2.42E+02 1.40E+02 7.67E+01 5.00E+01 3.00E+01 1.83E+01 8.33E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.729  5.48E+04 6.02E+04 1.01E+06 1.43E+03 3.16E+03 3.72E+03 3.89E+03 4.81E+03 5.01E+03 5.24E+03 5.36E+03 4.86E+03 4.39E+03 3.90E+03 3.58E+03 3.27E+03 2.62E+03 1.85E+03 1.24E+03 7.38E+02 4.50E+02 2.87E+02 1.75E+02 1.17E+02 7.17E+01 3.83E+01 1.83E+01 6.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.765  1.85E+05 2.01E+05 3.48E+06 4.86E+03 8.78E+03 1.09E+04 1.22E+04 1.45E+04 1.64E+04 1.75E+04 1.82E+04 1.68E+04 1.52E+04 1.35E+04 1.19E+04 1.06E+04 9.14E+03 7.09E+03 5.08E+03 3.29E+03 2.02E+03 1.20E+03 7.28E+02 4.47E+02 2.50E+02 1.15E+02 3.83E+01 1.17E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.799  6.51E+05 7.30E+05 1.34E+07 1.23E+04 2.65E+04 3.55E+04 4.28E+04 5.08E+04 5.60E+04 6.02E+04 6.26E+04 5.97E+04 5.54E+04 5.02E+04 4.41E+04 3.93E+04 3.44E+04 2.87E+04 2.29E+04 1.68E+04 1.18E+04 7.99E+03 5.18E+03 3.20E+03 1.90E+03 9.90E+02 4.28E+02 1.37E+02 2.33E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.831  2.38E+06 2.74E+06 5.29E+07 4.22E+04 8.33E+04 1.18E+05 1.48E+05 1.77E+05 1.99E+05 2.15E+05 2.26E+05 2.21E+05 2.07E+05 1.90E+05 1.69E+05 1.52E+05 1.35E+05 1.16E+05 9.58E+04 7.54E+04 5.65E+04 4.09E+04 2.86E+04 1.90E+04 1.20E+04 6.83E+03 3.50E+03 1.55E+03 5.83E+02 1.92E+02 5.83E+01 3.00E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.863  7.96E+06 8.41E+06 1.67E+08 1.40E+05 2.62E+05 3.59E+05 4.32E+05 5.03E+05 5.70E+05 6.26E+05 6.64E+05 6.62E+05 6.33E+05 5.86E+05 5.31E+05 4.78E+05 4.24E+05 3.64E+05 3.04E+05 2.45E+05 1.90E+05 1.43E+05 1.05E+05 7.39E+04 4.97E+04 3.10E+04 1.79E+04 9.67E+03 5.00E+03 2.56E+03 1.35E+03 1.37E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.893  2.04E+07 1.64E+07 3.31E+08 2.61E+05 4.90E+05 6.82E+05 8.25E+05 9.58E+05 1.08E+06 1.19E+06 1.27E+06 1.28E+06 1.23E+06 1.15E+06 1.04E+06 9.34E+05 8.32E+05 7.23E+05 6.12E+05 5.00E+05 3.95E+05 3.02E+05 2.24E+05 1.61E+05 1.10E+05 7.13E+04 4.30E+04 2.45E+04 1.33E+04 7.09E+03 3.82E+03 3.86E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.922  4.46E+07 3.21E+07 6.58E+08 4.88E+05 9.19E+05 1.30E+06 1.58E+06 1.82E+06 2.05E+06 2.26E+06 2.42E+06 2.47E+06 2.40E+06 2.25E+06 2.04E+06 1.83E+06 1.63E+06 1.44E+06 1.23E+06 1.02E+06 8.21E+05 6.35E+05 4.79E+05 3.48E+05 2.44E+05 1.64E+05 1.04E+05 6.18E+04 3.53E+04 1.96E+04 1.08E+04 1.09E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.950  9.21E+07 6.28E+07 1.31E+09 9.13E+05 1.72E+06 2.46E+06 3.02E+06 3.47E+06 3.88E+06 4.30E+06 4.62E+06 4.77E+06 4.67E+06 4.41E+06 4.01E+06 3.57E+06 3.20E+06 2.85E+06 2.47E+06 2.09E+06 1.71E+06 1.34E+06 1.02E+06 7.56E+05 5.43E+05 3.77E+05 2.50E+05 1.56E+05 9.38E+04 5.42E+04 3.07E+04 3.08E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.978  1.85E+08 1.23E+08 2.62E+09 1.71E+06 3.23E+06 4.68E+06 5.77E+06 6.60E+06 7.36E+06 8.17E+06 8.83E+06 9.21E+06 9.09E+06 8.65E+06 7.87E+06 6.98E+06 6.29E+06 5.65E+06 4.98E+06 4.27E+06 3.55E+06 2.81E+06 2.19E+06 1.64E+06 1.20E+06 8.68E+05 6.03E+05 3.95E+05 2.49E+05 1.50E+05 8.72E+04 8.70E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.005  3.68E+08 2.42E+08 5.26E+09 3.19E+06 6.06E+06 8.89E+06 1.10E+07 1.26E+07 1.39E+07 1.55E+07 1.69E+07 1.78E+07 1.77E+07 1.70E+07 1.54E+07 1.36E+07 1.23E+07 1.12E+07 1.00E+07 8.72E+06 7.38E+06 5.91E+06 4.67E+06 3.56E+06 2.67E+06 2.00E+06 1.45E+06 9.98E+05 6.62E+05 4.14E+05 2.47E+05 2.46E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.031  7.27E+08 4.77E+08 1.06E+10 5.96E+06 1.14E+07 1.69E+07 2.11E+07 2.39E+07 2.64E+07 2.95E+07 3.22E+07 3.43E+07 3.45E+07 3.32E+07 3.03E+07 2.67E+07 2.42E+07 2.23E+07 2.01E+07 1.78E+07 1.53E+07 1.24E+07 9.97E+06 7.74E+06 5.93E+06 4.59E+06 3.50E+06 2.52E+06 1.76E+06 1.15E+06 7.02E+05 6.94E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.093  4.63E+09 2.64E+09 6.28E+10 2.85E+07 5.47E+07 8.42E+07 1.07E+08 1.19E+08 1.31E+08 1.47E+08 1.62E+08 1.78E+08 1.82E+08 1.79E+08 1.63E+08 1.43E+08 1.31E+08 1.23E+08 1.15E+08 1.06E+08 9.57E+07 7.99E+07 6.66E+07 5.37E+07 4.35E+07 3.69E+07 3.16E+07 2.56E+07 2.03E+07 1.46E+07 9.51E+06 9.30E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.153  2.68E+10 1.51E+10 3.92E+11 1.36E+08 2.63E+08 4.19E+08 5.39E+08 5.97E+08 6.45E+08 7.34E+08 8.18E+08 9.23E+08 9.63E+08 9.61E+08 8.81E+08 7.62E+08 7.06E+08 6.85E+08 6.61E+08 6.35E+08 5.97E+08 5.13E+08 4.44E+08 3.73E+08 3.19E+08 2.96E+08 2.85E+08 2.60E+08 2.33E+08 1.85E+08 1.29E+08 1.25E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.263  1.54E+12 5.91E+11 1.97E+13 3.10E+09 6.11E+09 1.04E+10 1.38E+10 1.49E+10 1.58E+10 1.82E+10 2.08E+10 2.48E+10 2.69E+10 2.78E+10 2.56E+10 2.17E+10 2.06E+10 2.11E+10 2.17E+10 2.26E+10 2.32E+10 2.12E+10 1.98E+10 1.80E+10 1.71E+10 1.91E+10 2.32E+10 2.69E+10 3.09E+10 2.99E+10 2.37E+10 2.24E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.458  3.45E+15 6.89E+14 2.49E+16 1.62E+12 3.28E+12 6.39E+12 9.00E+12 9.27E+12 9.42E+12 1.12E+13 1.34E+13 1.79E+13 2.11E+13 2.32E+13 2.17E+13 1.77E+13 1.74E+13 2.00E+13 2.34E+13 2.87E+13 3.51E+13 3.60E+13 3.92E+13 4.17E+13 4.96E+13 7.92E+13 1.53E+14 8.01E+10 9.22E+10 8.94E+10 7.07E+10 6.69E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.630  1.38E+16 1.38E+15 4.98E+16 3.23E+12 6.55E+12 1.28E+13 1.80E+13 1.85E+13 1.88E+13 2.25E+13 2.68E+13 3.58E+13 4.21E+13 4.64E+13 4.33E+13 3.54E+13 3.49E+13 3.99E+13 4.68E+13 5.73E+13 7.01E+13 7.20E+13 7.84E+13 8.35E+13 9.92E+13 1.58E+14 3.07E+14 2.39E+11 2.75E+11 2.67E+11 2.11E+11 2.00E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
