                    *********************************************************************************
                    *  Z= 24 A= 41: Positive-Parity Spin-dependent Level Density [MeV-1] for CR 41  *
  15.00  1.874  6.95E+04 3.56E+04 3.36E+05 2.79E+03 4.80E+03 5.89E+03 5.76E+03 4.80E+03 3.84E+03 2.62E+03 1.85E+03 1.16E+03 7.84E+02 4.67E+02 3.67E+02 1.63E+02 1.27E+02 6.90E+01 4.66E+01 2.86E+01 1.10E+01 1.01E+01 5.75E+00 3.03E+00 3.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.935  1.12E+05 4.84E+04 4.56E+05 3.53E+03 6.66E+03 7.97E+03 7.98E+03 6.44E+03 5.44E+03 3.60E+03 2.63E+03 1.40E+03 1.07E+03 5.29E+02 5.38E+02 2.03E+02 1.64E+02 1.02E+02 4.80E+01 4.00E+01 1.53E+01 1.43E+01 8.98E+00 4.79E+00 6.05E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.995  1.69E+05 6.57E+04 6.17E+05 4.47E+03 9.24E+03 1.08E+04 1.10E+04 8.63E+03 7.70E+03 4.95E+03 3.76E+03 1.69E+03 1.35E+03 5.90E+02 7.10E+02 2.43E+02 2.02E+02 1.35E+02 4.94E+01 5.14E+01 1.96E+01 1.86E+01 1.22E+01 6.56E+00 9.08E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  2.053  2.46E+05 8.92E+04 8.33E+05 5.66E+03 1.28E+04 1.46E+04 1.53E+04 1.16E+04 1.09E+04 6.79E+03 5.36E+03 2.03E+03 1.71E+03 6.52E+02 8.82E+02 2.82E+02 2.39E+02 1.68E+02 5.08E+01 6.28E+01 2.38E+01 2.29E+01 1.54E+01 8.32E+00 1.21E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  2.109  3.51E+05 1.21E+05 1.13E+06 7.16E+03 1.78E+04 1.98E+04 2.12E+04 1.55E+04 1.55E+04 9.32E+03 7.64E+03 2.45E+03 2.17E+03 7.14E+02 1.05E+03 3.22E+02 2.76E+02 2.01E+02 5.23E+01 7.42E+01 2.81E+01 2.71E+01 1.87E+01 1.01E+01 1.51E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  2.164  4.94E+05 1.65E+05 1.53E+06 9.07E+03 2.46E+04 2.67E+04 2.93E+04 2.08E+04 2.19E+04 1.28E+04 1.09E+04 2.95E+03 2.75E+03 7.75E+02 1.23E+03 3.62E+02 3.13E+02 2.34E+02 5.37E+01 8.55E+01 3.23E+01 3.14E+01 2.19E+01 1.19E+01 1.82E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  2.295  1.15E+06 3.60E+05 3.30E+06 1.63E+04 5.58E+04 5.69E+04 6.62E+04 4.34E+04 5.24E+04 2.82E+04 2.64E+04 4.71E+03 4.97E+03 9.29E+02 1.79E+03 4.62E+02 4.07E+02 3.17E+02 5.72E+01 1.14E+02 4.30E+01 4.21E+01 2.99E+01 1.63E+01 2.57E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  2.419  2.59E+06 7.91E+05 7.25E+06 2.94E+04 1.26E+05 1.21E+05 1.49E+05 9.04E+04 1.25E+05 6.23E+04 6.42E+04 7.51E+03 8.97E+03 1.08E+03 2.61E+03 5.62E+02 5.00E+02 3.99E+02 6.08E+01 1.42E+02 5.37E+01 5.27E+01 3.80E+01 2.07E+01 3.33E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  2.650  1.43E+07 3.90E+06 3.61E+07 9.56E+04 6.49E+05 5.49E+05 7.61E+05 3.92E+05 7.14E+05 3.04E+05 3.78E+05 1.91E+04 2.93E+04 1.39E+03 5.55E+03 7.61E+02 6.86E+02 5.64E+02 6.78E+01 1.99E+02 7.50E+01 7.41E+01 5.41E+01 2.95E+01 4.84E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  3.060  5.37E+08 1.01E+08 9.70E+08 1.01E+06 1.71E+07 1.13E+07 1.98E+07 7.38E+06 2.33E+07 7.22E+06 1.31E+07 1.24E+05 3.11E+05 2.29E+03 2.51E+04 1.16E+03 1.06E+03 8.95E+02 8.20E+01 3.13E+02 1.18E+02 1.17E+02 8.64E+01 4.72E+01 7.87E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  3.421  1.47E+10 2.73E+09 2.76E+10 1.06E+07 4.49E+08 2.32E+08 5.13E+08 1.39E+08 7.59E+08 1.71E+08 4.56E+08 8.02E+05 3.31E+06 3.79E+03 1.14E+05 1.56E+03 1.43E+03 1.22E+03 9.62E+01 4.27E+02 1.60E+02 1.59E+02 1.19E+02 6.48E+01 1.09E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  3.747  4.15E+11 7.73E+10 8.17E+11 1.12E+08 1.18E+10 4.77E+09 1.33E+10 2.62E+09 2.47E+10 4.07E+09 1.59E+10 5.19E+06 3.52E+07 6.24E+03 5.16E+05 2.09E+03 1.94E+03 1.55E+03 1.10E+02 5.41E+02 2.03E+02 2.02E+02 1.51E+02 8.25E+01 1.39E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  4.048  1.21E+13 2.26E+12 2.49E+13 1.18E+09 3.11E+11 9.81E+10 3.45E+11 4.93E+10 8.06E+11 9.67E+10 5.51E+11 3.36E+07 3.75E+08 1.03E+04 2.34E+06 2.81E+03 2.62E+03 1.97E+03 1.24E+02 6.54E+02 2.46E+02 2.45E+02 1.83E+02 1.00E+02 1.69E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  4.327  3.62E+14 6.78E+13 7.79E+14 1.24E+10 8.19E+12 2.02E+12 8.96E+12 9.27E+11 2.63E+13 2.30E+12 1.91E+13 2.18E+08 3.99E+09 1.70E+04 1.06E+07 3.78E+03 3.54E+03 2.51E+03 1.39E+02 7.68E+02 2.88E+02 2.87E+02 2.15E+02 1.18E+02 2.00E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  4.590  1.11E+16 2.08E+15 2.48E+16 1.31E+11 2.16E+14 4.15E+13 2.32E+14 1.75E+13 8.57E+14 5.46E+13 6.64E+14 1.41E+09 4.24E+10 2.80E+04 4.79E+07 5.08E+03 4.79E+03 3.18E+03 1.53E+02 8.82E+02 3.31E+02 3.30E+02 2.48E+02 1.35E+02 2.30E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  4.838  3.47E+17 6.52E+16 8.02E+17 1.38E+12 5.67E+15 8.52E+14 6.03E+15 3.29E+14 2.79E+16 1.30E+15 2.31E+16 9.14E+09 4.51E+11 4.62E+04 2.17E+08 6.83E+03 6.47E+03 4.04E+03 1.67E+02 9.96E+02 3.73E+02 3.73E+02 2.80E+02 1.53E+02 2.60E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  5.074  1.10E+19 2.07E+18 2.62E+19 1.46E+13 1.49E+17 1.75E+16 1.56E+17 6.19E+15 9.10E+17 3.08E+16 8.02E+17 5.92E+10 4.80E+12 7.63E+04 9.82E+08 9.18E+03 8.75E+03 5.13E+03 1.81E+02 1.11E+03 4.16E+02 4.16E+02 3.12E+02 1.71E+02 2.91E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  5.300  3.55E+20 6.67E+19 8.63E+20 1.54E+14 3.93E+18 3.60E+17 4.06E+18 1.17E+17 2.97E+19 7.31E+17 2.78E+19 3.83E+11 5.10E+13 1.26E+05 4.45E+09 1.23E+04 1.18E+04 6.51E+03 1.95E+02 1.22E+03 4.59E+02 4.58E+02 3.45E+02 1.88E+02 3.21E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  5.516  1.15E+22 2.17E+21 2.86E+22 1.62E+15 1.03E+20 7.40E+18 1.05E+20 2.19E+18 9.67E+20 1.74E+19 9.67E+20 2.48E+12 5.43E+14 2.07E+05 2.02E+10 1.66E+04 1.60E+04 8.27E+03 2.09E+02 1.35E+03 5.01E+02 5.01E+02 3.77E+02 2.06E+02 3.51E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  5.724  3.78E+23 7.12E+22 9.56E+23 1.71E+16 2.72E+21 1.52E+20 2.73E+21 4.13E+19 3.15E+22 4.12E+20 3.36E+22 1.61E+13 5.77E+15 3.42E+05 9.13E+10 2.23E+04 2.16E+04 1.05E+04 2.24E+02 1.49E+03 5.44E+02 5.44E+02 4.09E+02 2.24E+02 3.81E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  5.925  1.25E+25 2.35E+24 3.20E+25 1.80E+17 7.16E+22 3.13E+21 7.09E+22 7.78E+20 1.03E+24 9.80E+21 1.17E+24 1.04E+14 6.14E+16 5.65E+05 4.13E+11 2.99E+04 2.92E+04 1.33E+04 2.38E+02 1.64E+03 5.87E+02 5.86E+02 4.41E+02 2.41E+02 4.12E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  6.119  4.15E+26 7.81E+25 1.08E+27 1.90E+18 1.88E+24 6.43E+22 1.84E+24 1.46E+22 3.35E+25 2.33E+23 4.05E+25 6.75E+14 6.53E+17 9.31E+05 1.87E+12 4.02E+04 3.95E+04 1.69E+04 2.52E+02 1.81E+03 6.29E+02 6.29E+02 4.74E+02 2.59E+02 4.42E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  6.308  1.38E+28 2.60E+27 3.63E+28 2.00E+19 4.96E+25 1.32E+24 4.77E+25 2.76E+23 1.09E+27 5.53E+24 1.41E+27 4.37E+15 6.95E+18 1.54E+06 8.48E+12 5.41E+04 5.34E+04 2.15E+04 2.66E+02 1.99E+03 6.72E+02 6.72E+02 5.06E+02 2.77E+02 4.72E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  6.491  4.63E+29 8.72E+28 1.23E+30 2.11E+20 1.31E+27 2.72E+25 1.24E+27 5.19E+24 3.56E+28 1.31E+26 4.89E+28 2.83E+16 7.39E+19 2.53E+06 3.84E+13 7.27E+04 7.23E+04 2.73E+04 2.80E+02 2.20E+03 7.15E+02 7.14E+02 5.38E+02 2.94E+02 5.02E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  6.668  1.55E+31 2.93E+30 4.15E+31 2.23E+21 3.44E+28 5.59E+26 3.21E+28 9.77E+25 1.16E+30 3.12E+27 1.70E+30 1.83E+17 7.86E+20 4.18E+06 1.74E+14 9.77E+04 9.77E+04 3.46E+04 2.94E+02 2.42E+03 7.57E+02 7.57E+02 5.70E+02 3.12E+02 5.33E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  6.842  5.23E+32 9.86E+31 1.41E+33 2.35E+22 9.04E+29 1.15E+28 8.34E+29 1.84E+27 3.78E+31 7.40E+28 5.90E+31 1.19E+18 8.36E+21 6.89E+06 7.87E+14 1.31E+05 1.32E+05 4.40E+04 3.09E+02 2.67E+03 8.00E+02 8.00E+02 6.03E+02 3.30E+02 5.63E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 24 A= 48: Positive-Parity Spin-dependent Level Density [MeV-1] for CR 48  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.239  1.00E+00 2.46E+00 5.61E+00 1.67E+00 0.00E+00 7.89E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.339  1.00E+00 7.89E-01 3.95E+00 0.00E+00 0.00E+00 7.89E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.415  2.00E+00 2.46E+00 8.77E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 7.89E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.479  3.00E+00 4.91E+00 1.44E+01 3.33E+00 0.00E+00 7.89E-01 0.00E+00 7.89E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.535  4.00E+00 4.03E+00 1.67E+01 1.67E+00 0.00E+00 1.58E+00 0.00E+00 7.89E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.586  5.00E+00 3.24E+00 9.56E+00 1.67E+00 0.00E+00 1.58E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.633  5.00E+00 3.24E+00 1.27E+01 1.67E+00 0.00E+00 7.89E-01 0.00E+00 7.89E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.677  7.00E+00 6.49E+00 3.17E+01 3.33E+00 0.00E+00 7.89E-01 0.00E+00 1.58E+00 0.00E+00 7.89E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.718  8.00E+00 6.49E+00 2.86E+01 3.33E+00 0.00E+00 1.58E+00 0.00E+00 7.89E-01 0.00E+00 7.89E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
