                    *********************************************************************************
                    *  Z= 62 A=145: Positive-Parity Spin-dependent Level Density [MeV-1] for SM145  *
   0.50  0.192  1.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.235  1.00E+00 2.58E+00 7.88E+00 1.67E+00 4.55E-01 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.272  2.00E+00 7.73E+00 3.12E+01 3.33E+00 1.36E+00 2.58E+00 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.304  5.00E+00 1.61E+01 7.82E+01 3.79E+00 5.15E+00 4.39E+00 1.82E+00 9.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.333  1.00E+01 2.38E+01 1.18E+02 6.22E+00 7.73E+00 4.85E+00 2.73E+00 1.82E+00 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.359  1.80E+01 4.06E+01 2.20E+02 1.17E+01 9.34E+00 7.43E+00 6.21E+00 3.64E+00 1.82E+00 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.384  3.20E+01 6.72E+01 3.62E+02 1.40E+01 2.34E+01 1.27E+01 8.33E+00 4.55E+00 2.73E+00 1.36E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.408  5.70E+01 1.37E+02 7.77E+02 3.05E+01 3.60E+01 3.02E+01 2.26E+01 9.09E+00 5.00E+00 2.73E+00 1.36E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.430  9.80E+01 1.93E+02 1.14E+03 3.35E+01 5.34E+01 4.68E+01 2.94E+01 1.73E+01 5.91E+00 3.64E+00 2.73E+00 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.451  1.62E+02 3.18E+02 2.07E+03 4.18E+01 7.80E+01 7.03E+01 6.11E+01 3.83E+01 1.77E+01 5.91E+00 3.64E+00 1.36E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.471  2.66E+02 5.08E+02 3.31E+03 7.14E+01 1.19E+02 1.17E+02 9.41E+01 5.79E+01 2.76E+01 1.33E+01 5.00E+00 3.18E+00 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.490  4.47E+02 9.46E+02 6.37E+03 1.32E+02 1.95E+02 2.15E+02 1.76E+02 1.17E+02 6.23E+01 3.09E+01 1.00E+01 3.64E+00 1.82E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.508  7.32E+02 1.33E+03 9.17E+03 1.79E+02 2.80E+02 2.82E+02 2.35E+02 1.81E+02 9.24E+01 4.87E+01 2.17E+01 5.91E+00 2.73E+00 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.526  1.18E+03 2.22E+03 1.60E+04 2.63E+02 4.57E+02 4.41E+02 4.16E+02 2.98E+02 1.90E+02 9.58E+01 4.29E+01 1.45E+01 4.55E+00 1.36E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.543  1.85E+03 3.16E+03 2.30E+04 3.61E+02 6.23E+02 6.75E+02 5.56E+02 4.13E+02 2.74E+02 1.56E+02 6.61E+01 2.41E+01 5.91E+00 3.18E+00 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.560  2.94E+03 5.56E+03 4.11E+04 6.09E+02 1.07E+03 1.17E+03 9.97E+02 7.35E+02 4.61E+02 2.97E+02 1.35E+02 5.09E+01 1.82E+01 3.64E+00 1.36E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.576  4.62E+03 7.88E+03 5.96E+04 8.06E+02 1.49E+03 1.59E+03 1.48E+03 1.04E+03 6.95E+02 4.25E+02 2.25E+02 8.47E+01 2.68E+01 5.91E+00 3.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.592  7.27E+03 1.33E+04 1.02E+05 1.36E+03 2.40E+03 2.62E+03 2.44E+03 1.90E+03 1.21E+03 7.27E+02 3.92E+02 1.77E+02 5.44E+01 1.50E+01 3.64E+00 9.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.608  1.13E+04 1.89E+04 1.47E+05 1.88E+03 3.35E+03 3.74E+03 3.42E+03 2.68E+03 1.80E+03 1.10E+03 5.70E+02 2.81E+02 8.53E+01 2.58E+01 5.46E+00 1.82E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.637  2.75E+04 4.59E+04 3.67E+05 4.26E+03 7.69E+03 8.84E+03 8.36E+03 6.48E+03 4.60E+03 2.91E+03 1.58E+03 7.20E+02 3.10E+02 9.05E+01 2.35E+01 5.00E+00 1.36E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.666  6.56E+04 1.06E+05 8.79E+05 9.14E+03 1.69E+04 1.97E+04 1.92E+04 1.56E+04 1.12E+04 7.36E+03 4.01E+03 2.03E+03 8.21E+02 3.15E+02 7.46E+01 1.86E+01 3.64E+00 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.693  1.54E+05 2.48E+05 2.09E+06 2.04E+04 3.78E+04 4.45E+04 4.39E+04 3.65E+04 2.69E+04 1.82E+04 1.05E+04 5.33E+03 2.46E+03 9.10E+02 2.97E+02 6.97E+01 1.05E+01 3.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.719  3.57E+05 5.62E+05 4.86E+06 4.39E+04 8.26E+04 9.78E+04 9.82E+04 8.28E+04 6.32E+04 4.33E+04 2.58E+04 1.39E+04 6.49E+03 2.68E+03 8.89E+02 2.69E+02 5.00E+01 5.91E+00 1.36E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.744  8.15E+05 1.27E+06 1.12E+07 9.57E+04 1.80E+05 2.17E+05 2.18E+05 1.88E+05 1.44E+05 1.02E+05 6.28E+04 3.48E+04 1.71E+04 7.31E+03 2.78E+03 8.73E+02 2.15E+02 3.55E+01 3.64E+00 4.55E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.769  1.83E+06 2.80E+06 2.54E+07 1.99E+05 3.78E+05 4.64E+05 4.77E+05 4.17E+05 3.27E+05 2.35E+05 1.48E+05 8.49E+04 4.32E+04 1.95E+04 7.69E+03 2.65E+03 8.02E+02 1.68E+02 2.06E+01 3.18E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.792  4.08E+06 6.20E+06 5.71E+07 4.26E+05 8.12E+05 1.00E+06 1.04E+06 9.11E+05 7.30E+05 5.39E+05 3.44E+05 2.03E+05 1.07E+05 5.08E+04 2.11E+04 7.85E+03 2.55E+03 7.52E+02 1.44E+02 1.64E+01 9.09E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.815  9.03E+06 1.36E+07 1.27E+08 9.01E+05 1.72E+06 2.15E+06 2.24E+06 2.00E+06 1.62E+06 1.21E+06 7.90E+05 4.78E+05 2.59E+05 1.28E+05 5.65E+04 2.22E+04 8.06E+03 2.43E+03 6.95E+02 1.33E+02 1.58E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.837  1.98E+07 2.95E+07 2.81E+08 1.90E+06 3.64E+06 4.56E+06 4.81E+06 4.31E+06 3.55E+06 2.69E+06 1.78E+06 1.11E+06 6.19E+05 3.16E+05 1.46E+05 6.02E+04 2.32E+04 8.03E+03 2.50E+03 7.02E+02 1.16E+02 2.08E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.859  4.31E+07 6.36E+07 6.16E+08 3.97E+06 7.64E+06 9.62E+06 1.02E+07 9.24E+06 7.68E+06 5.92E+06 3.99E+06 2.53E+06 1.45E+06 7.64E+05 3.67E+05 1.59E+05 6.50E+04 2.41E+04 8.51E+03 2.63E+03 7.17E+02 1.41E+02 2.23E+01 1.21E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.901  2.19E+08 2.89E+08 2.88E+09 1.71E+07 3.30E+07 4.19E+07 4.50E+07 4.14E+07 3.51E+07 2.77E+07 1.93E+07 1.27E+07 7.58E+06 4.23E+06 2.16E+06 1.02E+06 4.57E+05 1.92E+05 7.62E+04 2.85E+04 9.56E+03 3.13E+03 9.55E+02 1.94E+02 3.56E+01 2.42E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.941  1.00E+09 1.28E+09 1.31E+10 7.18E+07 1.39E+08 1.78E+08 1.93E+08 1.80E+08 1.56E+08 1.25E+08 8.93E+07 6.05E+07 3.76E+07 2.19E+07 1.19E+07 5.92E+06 2.89E+06 1.32E+06 5.87E+05 2.45E+05 9.27E+04 3.52E+04 1.28E+04 4.35E+03 1.22E+03 2.95E+02 5.11E+01 6.06E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.980  4.42E+09 5.55E+09 5.83E+10 3.03E+08 5.91E+08 7.49E+08 8.18E+08 7.72E+08 6.74E+08 5.50E+08 4.02E+08 2.80E+08 1.79E+08 1.09E+08 6.18E+07 3.25E+07 1.69E+07 8.29E+06 4.01E+06 1.83E+06 7.67E+05 3.23E+05 1.31E+05 5.08E+04 1.74E+04 5.99E+03 1.76E+03 4.69E+02 8.26E+01 1.09E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  1.017  1.89E+10 2.34E+10 2.51E+11 1.22E+09 2.39E+09 3.05E+09 3.35E+09 3.19E+09 2.82E+09 2.34E+09 1.75E+09 1.24E+09 8.18E+08 5.13E+08 3.03E+08 1.66E+08 9.09E+07 4.74E+07 2.44E+07 1.19E+07 5.37E+06 2.45E+06 1.10E+06 4.62E+05 1.78E+05 6.82E+04 2.46E+04 8.45E+03 2.44E+03 6.78E+02 1.33E+02 2.30E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.052  5.88E+10 5.66E+10 6.20E+11 2.82E+09 5.51E+09 7.21E+09 8.02E+09 7.66E+09 6.90E+09 5.79E+09 4.33E+09 3.10E+09 2.11E+09 1.34E+09 8.12E+08 4.63E+08 2.60E+08 1.40E+08 7.54E+07 3.85E+07 1.80E+07 8.65E+06 4.09E+06 1.83E+06 7.45E+05 3.07E+05 1.19E+05 4.49E+04 1.50E+04 5.08E+03 1.39E+03 4.39E+02 5.46E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.087  1.56E+11 1.37E+11 1.54E+12 6.47E+09 1.27E+10 1.70E+10 1.92E+10 1.84E+10 1.69E+10 1.43E+10 1.07E+10 7.75E+09 5.43E+09 3.51E+09 2.18E+09 1.29E+09 7.42E+08 4.15E+08 2.33E+08 1.25E+08 6.03E+07 3.06E+07 1.52E+07 7.24E+06 3.11E+06 1.38E+06 5.72E+05 2.39E+05 9.24E+04 9.48E+03 2.64E+03 8.55E+02 1.09E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.120  3.92E+11 3.34E+11 3.82E+12 1.49E+10 2.92E+10 4.02E+10 4.58E+10 4.41E+10 4.12E+10 3.54E+10 2.64E+10 1.94E+10 1.40E+10 9.18E+09 5.84E+09 3.59E+09 2.12E+09 1.23E+09 7.19E+08 4.04E+08 2.02E+08 1.08E+08 5.66E+07 2.86E+07 1.30E+07 6.19E+06 2.76E+06 1.27E+06 5.69E+05 1.77E+04 5.03E+03 1.27E+03 1.64E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
